,Date,User,Tweet
1874,2017-12-09 02:12:11+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Dec. 9, 2017 â™¥ #diabetes #diabetescure 

For many years cardiovascular disease has been the number one cause of death among diabetes patients. So getting a CV benefit from diabetes drugs is a definite plus. Over the past few â€¦"
1875,2017-12-09 02:12:11+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Real-World Benefits for SGLT-2 Inhibitors â™¥ #diabetes #diabetescure 

Patients with type 2 diabetes usually do not die from diabetes, but from cardiovascular disease and strokes.

Adults with type 2 diabetes and established câ€¦"
1876,2017-12-09 02:12:10+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Study Finds Moderate Increase in Physical Activity Reduces Glucose, A1c â™¥ #diabetes #diabetescure 

Benefits of exercise shown to depend on duration, not exercise type

For many diabetes patients, the lack of physical activitâ€¦"
1877,2017-12-09 02:12:10+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Omega-6 Fatty Acid Reduces Risk of Type 2 Diabetes â™¥ #diabetes #diabetescure 

Study finds linoleic acid has long-term benefits in diabetes prevention, arachidonic acid not harmful.

Many studies have already investigated theâ€¦"
1878,2017-12-09 02:12:09+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Are Statins Related to Diabetes Progression? â™¥ #diabetes #diabetescure 

Statin therapy may be elevating risk of type 2 diabetes in high-risk adults.

Statins or HMG-CoA reductase inhibitors provide several cardiovascular benâ€¦"
1879,2017-12-09 02:11:16+00:00,karenlevie4,â™¥ #reversediabetes âž¤ https://t.co/6ObUzEdHFz â™¥ Real-World Benefits for SGLT-2 Inhibitors â™¥ #diabetes #diabetescure
1880,2017-12-09 02:11:16+00:00,karenlevie4,"â™¥ #reversediabetes âž¤ https://t.co/6ObUzEdHFz â™¥ Study Finds Moderate Increase in Physical Activity Reduces Glucose, A1c â™¥ #diabetes #diabetescure"
1881,2017-12-09 02:11:15+00:00,karenlevie4,â™¥ #reversediabetes âž¤ https://t.co/6ObUzEdHFz â™¥ Omega-6 Fatty Acid Reduces Risk of Type 2 Diabetes â™¥ #diabetes #diabetescure
1882,2017-12-09 02:11:15+00:00,karenlevie4,â™¥ #reversediabetes âž¤ https://t.co/6ObUzEdHFz â™¥ Are Statins Related to Diabetes Progression? â™¥ #diabetes #diabetescure
1883,2017-12-09 02:11:14+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Dec. 9, 2017 â™¥ #diabetes #diabetescure 

For many years cardiovascular disease has been the number one cause of death among diabetes patients. So getting a CV benefit from diabetes drugs is a definite plus. Over the past few â€¦"
1884,2017-12-09 02:11:13+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Real-World Benefits for SGLT-2 Inhibitors â™¥ #diabetes #diabetescure 

Patients with type 2 diabetes usually do not die from diabetes, but from cardiovascular disease and strokes.

Adults with type 2 diabetes and established câ€¦"
1885,2017-12-09 02:11:12+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Study Finds Moderate Increase in Physical Activity Reduces Glucose, A1c â™¥ #diabetes #diabetescure 

Benefits of exercise shown to depend on duration, not exercise type

For many diabetes patients, the lack of physical activitâ€¦"
1886,2017-12-09 02:11:12+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Omega-6 Fatty Acid Reduces Risk of Type 2 Diabetes â™¥ #diabetes #diabetescure 

Study finds linoleic acid has long-term benefits in diabetes prevention, arachidonic acid not harmful.

Many studies have already investigated theâ€¦"
1887,2017-12-09 02:11:11+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Are Statins Related to Diabetes Progression? â™¥ #diabetes #diabetescure 

Statin therapy may be elevating risk of type 2 diabetes in high-risk adults.

Statins or HMG-CoA reductase inhibitors provide several cardiovascular benâ€¦"
1888,2017-12-09 02:09:41+00:00,Soulecting,How to Reverse Type 2 Diabetes Naturally: https://t.co/DCHlxrHqjl via @YouTube
1889,2017-12-09 02:08:04+00:00,tanyaspencer113,"#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Dec. 9, 2017 â™¥ #diabetes #diabetescure â™¥"
1890,2017-12-09 02:08:04+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Real-World Benefits for SGLT-2 Inhibitors â™¥ #diabetes #diabetescure â™¥
1891,2017-12-09 02:08:03+00:00,tanyaspencer113,"#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Study Finds Moderate Increase in Physical Activity Reduces Glucose, A1c â™¥ #diabetes #diabetescure â™¥"
1892,2017-12-09 02:08:03+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Omega-6 Fatty Acid Reduces Risk of Type 2 Diabetes â™¥ #diabetes #diabetescure â™¥
1893,2017-12-09 02:08:02+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Are Statins Related to Diabetes Progression? â™¥ #diabetes #diabetescure â™¥
1894,2017-12-09 02:05:32+00:00,marguerite3636d,"#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Carla Greenbaum Current Interview â™¥ #diabetes #diabetescure 

Diabetes in Control speaks with top endocrinologists and other medical professionals to bring you the latest in diabetes news and research. This week, we have anotâ€¦"
1895,2017-12-09 02:05:31+00:00,marguerite3636d,"#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Carla Greenbaum Transcript â™¥ #diabetes #diabetescure 

To see this interview in full, click here.

Steve Freed: This is Steve Freed with Diabetes in Control and weâ€™re here at the American Diabetes Association 77th scientific â€¦"
1896,2017-12-09 02:05:30+00:00,marguerite3636d,"#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Carla Greenbaum Part 1, Predicting And Prevention Of Type 1 Diabetes â™¥ #diabetes #diabetescure 

In part 1 of this Exclusive Interview, Dr. Carla Greenbaum explains the mission of her research in relation to efforts to cure tâ€¦"
1897,2017-12-09 02:05:29+00:00,marguerite3636d,"#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Carla Greenbaum Part 2, Early Signs for Detecting Type 1 Diabetes â™¥ #diabetes #diabetescure 

In part 2 of this Exclusive Interview, Dr. Carla Greenbaum talks with Diabetes in Control Publisher Steve Freed during the ADA meetâ€¦"
1898,2017-12-09 02:02:26+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Carla Greenbaum Current Interview â™¥ #diabetes #diabetescure 

Diabetes in Control speaks with top endocrinologists and other medical professionals to bring you the latest in diabetes news and research. This week, we have anotâ€¦"
1899,2017-12-09 02:02:25+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Carla Greenbaum Full Interview â™¥ #diabetes #diabetescure 

In this Exclusive Interview, Dr. Carla Greenbaum talks with Diabetes in Control Publisher Steve Freed during the ADA meeting in San Diego, California aboutÂ her researâ€¦"
1900,2017-12-09 02:02:25+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Carla Greenbaum Part 1, Predicting And Prevention Of Type 1 Diabetes â™¥ #diabetes #diabetescure 

In part 1 of this Exclusive Interview, Dr. Carla Greenbaum explains the mission of her research in relation to efforts to cure tâ€¦"
1901,2017-12-09 02:02:24+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Carla Greenbaum Part 2, Early Signs for Detecting Type 1 Diabetes â™¥ #diabetes #diabetescure 

In part 2 of this Exclusive Interview, Dr. Carla Greenbaum talks with Diabetes in Control Publisher Steve Freed during the ADA meetâ€¦"
1902,2017-12-09 02:01:45+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Carla Greenbaum Current Interview â™¥ #diabetes #diabetescure 

Diabetes in Control speaks with top endocrinologists and other medical professionals to bring you the latest in diabetes news and research. This week, we have anotâ€¦"
1903,2017-12-09 02:01:44+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Carla Greenbaum Transcript â™¥ #diabetes #diabetescure 

To see this interview in full, click here.

Steve Freed: This is Steve Freed with Diabetes in Control and weâ€™re here at the American Diabetes Association 77th scientific â€¦"
1904,2017-12-09 02:01:43+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Carla Greenbaum Full Interview â™¥ #diabetes #diabetescure 

In this Exclusive Interview, Dr. Carla Greenbaum talks with Diabetes in Control Publisher Steve Freed during the ADA meeting in San Diego, California aboutÂ her researâ€¦"
1905,2017-12-09 02:01:43+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Carla Greenbaum Part 1, Predicting And Prevention Of Type 1 Diabetes â™¥ #diabetes #diabetescure 

In part 1 of this Exclusive Interview, Dr. Carla Greenbaum explains the mission of her research in relation to efforts to cure tâ€¦"
1906,2017-12-09 02:01:42+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Carla Greenbaum Part 2, Early Signs for Detecting Type 1 Diabetes â™¥ #diabetes #diabetescure 

In part 2 of this Exclusive Interview, Dr. Carla Greenbaum talks with Diabetes in Control Publisher Steve Freed during the ADA meetâ€¦"
1907,2017-12-09 02:00:15+00:00,Healthy4LifeDoc,Program takes proactive approach to #diabetes https://t.co/koCRcDPJUN #type2diabetes #insulin #ReversedType2Diabetes #Statins  #Type2Diabetes #ReverseDiabetes #ReverseType2Diabetes #CureDiabetes #CureType2Diabetes #Type2DiabetesDiagnosis https://t.co/hTWmiAkggz
1908,2017-12-09 01:56:13+00:00,karenlevie4,â™¥ #reversediabetes âž¤ https://t.co/6ObUzEdHFz â™¥ Carla Greenbaum Current Interview â™¥ #diabetes #diabetescure
1909,2017-12-09 01:56:12+00:00,karenlevie4,â™¥ #reversediabetes âž¤ https://t.co/6ObUzEdHFz â™¥ Carla Greenbaum Full Interview â™¥ #diabetes #diabetescure
1910,2017-12-09 01:56:12+00:00,karenlevie4,"â™¥ #reversediabetes âž¤ https://t.co/6ObUzEdHFz â™¥ Carla Greenbaum Part 1, Predicting And Prevention Of Type 1 Diabetes â™¥ #diabetes #diabetescure"
1911,2017-12-09 01:56:11+00:00,karenlevie4,"â™¥ #reversediabetes âž¤ https://t.co/6ObUzEdHFz â™¥ Carla Greenbaum Part 2, Early Signs for Detecting Type 1 Diabetes â™¥ #diabetes #diabetescure"
1912,2017-12-09 01:43:03+00:00,HarvardResearch,Researchers at @harvardmed are one step closer to harnessing the immune system to reverse type 1 diabetes https://t.co/CmOIK9tW7o
1913,2017-12-09 01:36:20+00:00,marguerite3636d,"#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Skinny Peppermint Mocha? Not This Year! â™¥ #diabetes #diabetescure The Starbucks controversy this year isnâ€™t what is (or isnâ€™t) printed on their holiday cups, rather itâ€™s an absence of sugar-free peppermint syrup, a necessary â€¦"
1914,2017-12-09 01:35:09+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Skinny Peppermint Mocha? Not This Year! â™¥ #diabetes #diabetescure The Starbucks controversy this year isnâ€™t what is (or isnâ€™t) printed on their holiday cups, rather itâ€™s an absence of sugar-free peppermint syrup, a necessary â€¦"
1915,2017-12-09 01:34:19+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Skinny Peppermint Mocha? Not This Year! â™¥ #diabetes #diabetescure The Starbucks controversy this year isnâ€™t what is (or isnâ€™t) printed on their holiday cups, rather itâ€™s an absence of sugar-free peppermint syrup, a necessary â€¦"
1916,2017-12-09 01:25:49+00:00,BKK918,I added a video to a @YouTube playlist https://t.co/TUzVvuYvHJ 7 Steps To Reverse Diabetes So You Never Have To Take Insulin Or
1917,2017-12-09 01:06:12+00:00,RacheleHanani,"#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Dec 7, 2017 â™¥ #diabetes #diabetescure

When a parent finds out that their child has type 1 diabetes all they can think of is getting their glucose under control. After they get used to the changes for the child and the familyâ€¦"
1918,2017-12-09 01:03:26+00:00,tanyaspencer113,"#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Dec 7, 2017 â™¥ #diabetes #diabetescure â™¥"
1919,2017-12-09 00:57:21+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Dec 7, 2017 â™¥ #diabetes #diabetescure

When a parent finds out that their child has type 1 diabetes all they can think of is getting their glucose under control. After they get used to the changes for the child and the familyâ€¦"
1920,2017-12-09 00:55:10+00:00,marguerite3636d,"#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Dec 7, 2017 â™¥ #diabetes #diabetescure

When a parent finds out that their child has type 1 diabetes all they can think of is getting their glucose under control. After they get used to the changes for the child and the familyâ€¦"
1921,2017-12-09 00:49:58+00:00,allwomenhair,"PQQ and CoQ10 reverse mitochondrial dysfunction plus chronic disease symptoms - (NaturalHealth365) We all know that chronic degenerative diseases like, heart disease, type 2 diabetes, Alzheimerâ€™s and stroke are a leading cause of death and disability ... https://t.co/RmwK3naewO"
1922,2017-12-09 00:44:40+00:00,domainer78,"Radical diet can reverse type 2 diabetes, new study shows
https://t.co/vYoafeRbOJ"
1923,2017-12-09 00:40:04+00:00,Healthy4LifeDoc,#Health and #Wellness: The secret weapon to control #Type2Diabetes https://t.co/qdMdCDDkiG @UtahMomClick #insulin #ReversedType2Diabetes #Statins  #Type2Diabetes #ReverseDiabetes #ReverseType2Diabetes #CureDiabetes #CureType2Diabetes #Type2DiabetesDiagnosis https://t.co/hwYqJKVnKM
1924,2017-12-09 00:36:05+00:00,k3books,"@CloverBloodhand @KCrowley99 @SamGhib Have a lay down clover ...lol 
Breath out ..then in slowly 
Don't worry about UK GDP
You're daft but if you work on it you can reverse type 2 diabetes of the brain ðŸ˜•
I'll say goodbye now â˜º 
#brexit"
1925,2017-12-09 00:28:19+00:00,karenlevie4,"#reversediabetes naturally âž¤ https://t.co/6ObUzEdHFz â™  Skinny Peppermint Mocha? Not This Year! â™  #diabetes #diabetescure The Starbucks controversy this year isnâ€™t what is (or isnâ€™t) printed on their holiday cups, rather itâ€™s an absence of sugar-free peppermint syrup, a neceâ€¦"
1926,2017-12-08 23:48:16+00:00,seirdotmk,"Radical diet can reverse type 2 diabetes, new study shows https://t.co/pitozQVbNY"
1927,2017-12-08 23:38:03+00:00,lopezgovlaw,"#BREAKINGNEWS In a New Study, Researchers Claim Theyâ€™ve Found a Way to Reverse Type 2 Diabetes https://t.co/LeiQOMN0MJ Via @Futurism https://t.co/zbYCHJxrRO"
1928,2017-12-08 23:26:08+00:00,gofitmantra,Extreme low-calorie diet leading to radical weight loss can reverse diabetes: Lancet study - Hindustan Times https://t.co/l3b9E9VhKP
1929,2017-12-08 23:23:50+00:00,DNC_Chandigarh,"Follow the #Natureâ€™s own way to Reverse #Diabetes!
â€˜Dhawans Nature Cureâ€™s three-pronged regimenâ€™

Schedule your #Free #Consultation
Visit @ https://t.co/2RH3CnpuSK OR
Call us @ 1800-212-9727
#CureDiabetes #DiabetesTreatment #Type1Diabetes #Type2Diabetes #Fit #Health #Fitness https://t.co/qq2bpqBC2W"
1930,2017-12-08 23:06:13+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Glucose targets for preventing diabetic kidney disease and its progression â™¥ #diabetes #diabetescure
1931,2017-12-08 23:05:23+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Lose Weight And You Can Reverse Your Diabetes: Expert Opinion - Doctor NDTV â™¥ #diabetes #diabetescure
1932,2017-12-08 22:54:07+00:00,addunplug,"Setting a Goal to Reverse Type 2 Diabetes https://t.co/jw3QLU6UoI..
An amazing result from good weight management practice!"
1933,2017-12-08 22:51:18+00:00,Healthy4LifeDoc,Caffeine and Diabetes: How Much Is Safe to Consume? https://t.co/7jbSaDWuIz @EverydayHealth #insulin #ReversedType2Diabetes #Statins  #Type2Diabetes #ReverseDiabetes #ReverseType2Diabetes #CureDiabetes #CureType2Diabetes #Type2DiabetesDiagnosis https://t.co/QxxY7H59KI
1934,2017-12-08 22:20:20+00:00,GonnaFry,"Gov't to reverse disability credit denials, that it said yesterday did not exist #cdnpoli #diabetes 
https://t.co/buJPMyDjrT"
1935,2017-12-08 22:13:58+00:00,BoomerTexican,Low-calorie diet shown to reverse type 2 diabetes - NY Daily News https://t.co/4Wh4FxjjRf
1936,2017-12-08 21:53:14+00:00,tbbtfan71,"Radical diet can reverse type 2 diabetes, new study shows https://t.co/yPbtXLuMM1."
1937,2017-12-08 21:52:05+00:00,drzameel,"In a New Study, Researchers Claim Theyâ€™ve Found a Way to Reverse Type 2 Diabetes https://t.co/TlALWxOfHX https://t.co/5iq9MvgM0x"
1938,2017-12-08 21:49:19+00:00,insurancegold1,How weight loss can reverse type 2 diabetes https://t.co/261UmFyGyJ https://t.co/8ftVVzL922
1939,2017-12-08 21:17:02+00:00,SurveySunday,"#BREAKINGNEWS In a New Study, Researchers Claim Theyâ€™ve Found a Way to Reverse Type 2 Diabetes https://t.co/NCEQUuMxtQ Via @Futurism https://t.co/9KpHBUS18V"
1940,2017-12-08 21:10:11+00:00,VotarEsUnDeber,"#BREAKINGNEWS In a New Study, Researchers Claim Theyâ€™ve Found a Way to Reverse Type 2 Diabetes https://t.co/S5do9ls6Km Via @Futurism https://t.co/RMJH4A2FbP"
1941,2017-12-08 21:09:17+00:00,FeckfulTroll,"@WSJ Rehab through exile for weight loss would be inexpensive and likely reverse diabetes in many, based recent studies."
1942,2017-12-08 21:07:47+00:00,Diabetes_Secret,A video about Reverse Diabetes 100% Naturally https://t.co/y9pCDucmnJ #diabetes
1943,2017-12-08 21:07:00+00:00,PlantDietitian,More evidence that weight loss helps *reverse* type 2 diabetes: https://t.co/DAZaipFLvj @medpagetoday
1944,2017-12-08 21:06:13+00:00,marguerite3636d,#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Can Dapagliflozin Help Some With Type 1 Diabetes Improve A1c? â™¥ #diabetes #diabetescure Dapagliflozin is part of a class of type 2 diabetes drugs called SGLT-2 inhibitors marketed in the US as Farxiga. A new study published iâ€¦
1945,2017-12-08 21:05:27+00:00,RacheleHanani,#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Can Dapagliflozin Help Some With Type 1 Diabetes Improve A1c? â™¥ #diabetes #diabetescure Dapagliflozin is part of a class of type 2 diabetes drugs called SGLT-2 inhibitors marketed in the US as Farxiga. A new study published iâ€¦
1946,2017-12-08 21:05:01+00:00,icymihn,"Radical diet can reverse type 2 diabetes, new study shows https://t.co/Ojt1QPNhVi comm: https://t.co/Ithx4KsPjY"
1947,2017-12-08 21:04:30+00:00,chelseanaismit2,#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Can Dapagliflozin Help Some With Type 1 Diabetes Improve A1c? â™¥ #diabetes #diabetescure Dapagliflozin is part of a class of type 2 diabetes drugs called SGLT-2 inhibitors marketed in the US as Farxiga. A new study published iâ€¦
1948,2017-12-08 21:04:22+00:00,karenlevie4,#reversediabetes naturally âž¤ https://t.co/6ObUzEdHFz â™  Can Dapagliflozin Help Some With Type 1 Diabetes Improve A1c? â™  #diabetes #diabetescure Dapagliflozin is part of a class of type 2 diabetes drugs called SGLT-2 inhibitors marketed in the US as Farxiga. A new study publiâ€¦
1949,2017-12-08 20:29:01+00:00,Healthy4LifeDoc,Helping Diabetes Patients Exercise Without Fear https://t.co/e6r05TMJ7s @Medscape #insulin #ReversedType2Diabetes #Statins  #Type2Diabetes #ReverseDiabetes #ReverseType2Diabetes #CureDiabetes #CureType2Diabetes #Type2DiabetesDiagnosis https://t.co/VgKLOiqjn1
1950,2017-12-08 19:55:01+00:00,Healthy4LifeDoc,#Antidepressant use linked to #Type2Diabetes in young adults #ReverseType2Diabetes #Depression #T2D https://t.co/iaLmL9wQyy  #insulin #ReversedType2Diabetes #Statins   #ReverseDiabetes #ReverseType2Diabetes #CureDiabetes #CureType2Diabetes #Type2DiabetesDiagnosis https://t.co/MIT6rMBnuP
1951,2017-12-08 19:45:16+00:00,iamtoyinadesola,EverydayHealth: Study reveals: Doing THIS could reverse type 2 diabetes. https://t.co/N4zrKWEqGN https://t.co/0BX4syGih8
1952,2017-12-08 19:41:04+00:00,EverydayHealth,Study reveals: Doing THIS could reverse type 2 diabetes. https://t.co/mhNDI69zeb https://t.co/vvXQ9W6nlc
1953,2017-12-08 19:25:53+00:00,marguerite3636d,"#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Is there a new â€œmagic bulletâ€ for type two diabetes? â™¥ #diabetes #diabetescure

SLGT-2 Inhibitors Gaining Traction as a Class in Preventing Cardiovascular Consequences
April 15th, 2017 Diabetes in Control

Are we experiencingâ€¦"
1954,2017-12-08 19:24:57+00:00,chelseanaismit2,"#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Is there a new â€œmagic bulletâ€ for type two diabetes? â™¥ #diabetes #diabetescure

SLGT-2 Inhibitors Gaining Traction as a Class in Preventing Cardiovascular Consequences
April 15th, 2017 Diabetes in Control

Are we experiencingâ€¦"
1955,2017-12-08 19:09:04+00:00,Olomoinfo,"A widely-used diabetes drug may have the ability to reverse breast cancer drug resistance, a new research suggests.
 https://t.co/MD3wiOcBZT"
1956,2017-12-08 19:01:19+00:00,K2412Na,Ebook: Reverse and Cure Type 2 Diabetes https://t.co/O452XQUdhg
1957,2017-12-08 18:43:10+00:00,diabetescure69,#reversediabetes â™¥ https://t.co/mJWDZodL3x â™¥ Immunotherapy May Reverse Type 1 Diabetes - Specialty Pharmacy Times
1958,2017-12-08 18:35:21+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ CDC partners with organizations for diabetes prevention programs - WFXL FOX 31 â™¥ #diabetes #diabetescure
1959,2017-12-08 18:19:57+00:00,steverinos,"#holidayscams Ah yes. She followed me (in reverse) to my car(ahead of me(pulled out two $1, said she's $8 short for copay for diabetes meds"
1960,2017-12-08 18:00:48+00:00,LoRoRD,Weight Management May Reverse Type 2 #Diabetes https://t.co/Z6eXvdAbzG #health #weightloss
1961,2017-12-08 17:59:23+00:00,KelvinCushman,ProfTimNoakes: RT DunkTheJunkFood: A shout out to #nutrition activists fighting to reverse industry led #diet policy pumping our kids full of #sugar BEWARE of the #SipOfDeath #lchf #DEFEATSODATRON #BeatNCDS #KnowYourRisk #obesity #diabetes â€¦ https://t.co/dY22fGdsJs
1962,2017-12-08 17:56:06+00:00,Healthy4LifeDoc,#Type2Diabetes in Children Has Researchers Concerned #Obesity @Medscape @AmDiabetesAssn  https://t.co/NCSqKfpfuX  #insulin #ReversedType2Diabetes #Statins  #ReverseDiabetes #ReverseType2Diabetes #CureDiabetes #CureType2Diabetes #Type2DiabetesDiagnosis https://t.co/NAYJXCRYqY
1963,2017-12-08 17:40:15+00:00,HealthyDir,You CAN reverse #diabetes without drugs: Almost 50% went back to being non-diabetic after aggressive #diet plan. https://t.co/VcaDp9YJqz
1964,2017-12-08 17:40:12+00:00,tanyaspencer113,"#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Reversing Diabetes Is Possible Through Weight Loss, Study Finds ... - Everyday Health, Inc. (blog) â™¥ #diabetes #diabetescure"
1965,2017-12-08 17:40:11+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Study: Radical Diet Can Reverse Type 2 Diabetes - Sci-Tech Today â™¥ #diabetes #diabetescure
1966,2017-12-08 17:40:10+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ On the road to diabetes: How to halt disease progression and turn ... - Scope (blog) â™¥ #diabetes #diabetescure
1967,2017-12-08 17:17:25+00:00,seb66,"Radical diet can reverse type 2 diabetes, new study shows  https://t.co/upDlI1xJO0"
1968,2017-12-08 17:16:23+00:00,karenbuch,"Wt Mgmt May Reverse Type 2 #Diabetes-1/4 study participants lost 33# or&gt; via ""Counterweight-Plus wt mgmt."": 3-mth total diet replacement 825-853 kcal/day : 59% carbs, 13% fat, 26% pro, 2% fiber then 2-8 wk food reintro: 50% carbs, 35% fat &amp; 15% pro https://t.co/WoeOSY85Ja #RDchat"
1969,2017-12-08 17:11:14+00:00,diabetescure69,Reverse Diabetes Naturally Fast - Click Here https://t.co/qD2a4lRaUS * * * Treating Vitamin D Deficiency in Kids with Type 1 Helps Glucose Control #diabetes #reversediabetes #diabetescure #diabetestreatment
1970,2017-12-08 17:09:25+00:00,karenlevie4,#reversediabetes naturally âž¤ https://t.co/6ObUzEdHFz â™  Itâ€™s (Not) the Patientâ€™s Fault â™  #diabetes #diabetescure A lot of doctors donâ€™t understand how difficult it is to make major lifestyle changes of the sort that most everyone agrees will help to control type 2 diabetes. â€¦
1971,2017-12-08 17:09:22+00:00,chelseanaismit2,#reversediabetes now âž¤ https://t.co/SKOSQjSUNa â™¥ Itâ€™s (Not) the Patientâ€™s Fault â™¥ #diabetes #diabetescure A lot of doctors donâ€™t understand how difficult it is to make major lifestyle changes of the sort that most everyone agrees will help to control type 2 diabetes. â€œLose â€¦
1972,2017-12-08 17:06:50+00:00,marguerite3636d,#reversediabetes now âž¤ https://t.co/PDEsqoaou8 â™¥ Itâ€™s (Not) the Patientâ€™s Fault â™¥ #diabetes #diabetescure A lot of doctors donâ€™t understand how difficult it is to make major lifestyle changes of the sort that most everyone agrees will help to control type 2 diabetes. â€œLose â€¦
1973,2017-12-08 17:05:15+00:00,RacheleHanani,#reversediabetes now âž¤ https://t.co/cilq5fVGMq â™¥ Itâ€™s (Not) the Patientâ€™s Fault â™¥ #diabetes #diabetescure A lot of doctors donâ€™t understand how difficult it is to make major lifestyle changes of the sort that most everyone agrees will help to control type 2 diabetes. â€œLose â€¦
1974,2017-12-08 17:03:01+00:00,FRIO_USA,A new diet could help reverse Type 2 diabetes!  https://t.co/3jFtRs5dXH
1975,2017-12-08 17:01:50+00:00,DunkTheJunkFood,A shout out to #nutrition activists fighting to reverse industry led #diet policy pumping our kids full of #sugar BEWARE of the #SipOfDeath #lchf #DEFEATSODATRON #BeatNCDS #KnowYourRisk #obesity #diabetes https://t.co/LIN8WaiF5I https://t.co/HMsk010tcY
1976,2017-12-08 16:54:56+00:00,BrianECarnes,"Is high protein a good choice? I've previously read otherwise. This was an interesting read. Science is learning more all the time about these topics! High protein, low-carb diet helps reverse fatty liver in people with type 2 diabetes https://t.co/1AyQhxgCF9 via @Diabetescouk"
1977,2017-12-08 16:53:06+00:00,SeqComplete,#RNAseq Immunotherapy May Reverse Type 1 Diabetes https://t.co/3meh9wFEzA
1978,2017-12-08 16:52:00+00:00,thetrainingnet,"â€˜Radicalâ€™ low-calorie diet may help reverse type 2 diabetes
https://t.co/Ig7jy2gsWz https://t.co/6UzIYkPuWt"
1979,2017-12-08 16:33:31+00:00,diabetex,we use our researched formula to help reverse almost 100% of type 2 diabetes
1980,2017-12-08 16:20:24+00:00,tanyaspencer113,#reversediabetes now âž¤ https://t.co/9PTc6qwLem â™¥ Diabetes drug metformin 'may help reverse breast cancer drug resistance' - https://t.co/2NkxktuzlG â™¥ #diabetes #diabetescure
